my_result,my_score,points,opponent_score,my_trophies,opponent_trophies,i_have_clan,opponent_has_clan,match_type,my_deck_elixir,op_deck_elixir,my_troops,my_buildings,my_spells,op_troops,op_buildings,op_spells,my_commons,my_rares,my_epics,my_legendaries,op_commons,op_rares,op_epics,op_legendaries,op_Tornado,op_Mortar,op_Goblin_Gang,op_Freeze,op_Lightning,op_Elixir_Collector,op_Barbarians,op_Arrows,op_Mega_Minion,op_Bandit,op_Three_Musketeers,op_Ice_Spirit,op_Ice_Golem,op_Hunter,op_Tombstone,op_Clone,op_Rocket,op_Giant,op_Royal_Giant,op_Flying_Machine,op_X-Bow,op_Tesla,op_Bomb_Tower,op_Knight,op_Ice_Wizard,op_Elite_Barbarians,op_Guards,op_Sparky,op_P.E.K.K.A,op_Giant_Skeleton,op_Inferno_Tower,op_Graveyard,op_Battle_Ram,op_Inferno_Dragon,op_Royal_Ghost,op_Skeleton_Army,op_Night_Witch,op_Furnace,op_Poison,op_Hog_Rider,op_Mirror,op_Mini_P.E.K.K.A,op_Witch,op_Valkyrie,op_Lumberjack,op_Electro_Wizard,op_Cannon,op_Goblin_Barrel,op_Archers,op_Baby_Dragon,op_Wizard,op_Musketeer,op_Bats,op_Balloon,op_Skeletons,op_Miner,op_Minions,op_Goblins,op_Dart_Goblin,op_Bowler,op_Goblin_Hut,op_Prince,op_Barbarian_Hut,op_Fireball,op_Fire_Spirits,op_Skeleton_Barrel,op_Spear_Goblins,op_Lava_Hound,op_Minion_Horde,op_The_Log,op_Dark_Prince,op_Mega_Knight,op_Bomber,op_Rage,op_Golem,op_Princess,op_Zap,op_Executioner,my_Giant,my_Minion_Horde,my_Bats,my_Archers,my_Arrows,my_Furnace,my_Fireball,my_Bomber,my_Mega_Knight,my_Witch,my_Mega_Minion,my_Ice_Golem,my_Inferno_Tower,my_Mortar,my_Dart_Goblin,my_Skeleton_Barrel,my_Ice_Spirit,my_Valkyrie,my_Spear_Goblins,my_Royal_Giant,my_Zap,my_Tornado,my_Mini_P.E.K.K.A,my_Fire_Spirits,my_Minions,my_Cannon,my_Rocket,my_Rage,my_Goblin_Hut,my_Baby_Dragon,my_Balloon,my_Goblin_Barrel,my_Musketeer,my_Elite_Barbarians,my_Goblins,my_Hog_Rider,my_Dark_Prince,my_Prince,my_Goblin_Gang,my_Wizard,my_Knight,my_Elixir_Collector,my_Skeleton_Army,my_Poison
Defeat,1,-21,2,1279,1322,y,y,replay__ladderBattleType,3.625,4.625,5,0,3,7,0,1,3,1,4,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Victory,3,28,1,1300,1233,y,y,replay__ladderBattleType,3.625,3.875,5,0,3,7,0,1,3,1,4,0,1,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,4,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Victory,1,31,0,1272,1240,y,y,replay__ladderBattleType,3.5,3.625,5,0,3,5,1,2,3,2,3,0,2,1,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-19,3,1241,1317,y,y,replay__ladderBattleType,3.5,3.875,5,0,3,7,0,1,3,2,3,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-23,3,1260,1274,y,y,replay__ladderBattleType,3.5,3.875,5,0,3,8,0,0,3,2,3,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Defeat,0,-22,3,1283,1320,y,y,replay__ladderBattleType,3.5,4.0,5,0,3,6,1,1,3,2,3,0,2,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-21,2,1305,1353,y,y,replay__ladderBattleType,3.5,3.25,5,0,3,4,0,4,3,2,3,0,2,1,5,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Victory,2,30,1,1326,1285,y,y,replay__ladderBattleType,3.5,4.125,5,0,3,6,0,2,3,2,3,0,1,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-21,3,1296,1343,y,y,replay__ladderBattleType,3.5,4.75,5,0,3,7,0,1,3,2,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Victory,3,31,0,1317,1280,y,y,replay__ladderBattleType,3.5,4.375,5,0,3,8,0,0,3,2,3,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-21,2,1286,1346,y,y,replay__ladderBattleType,3.5,4.125,5,0,3,6,1,1,3,2,3,0,4,3,1,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Victory,3,30,1,1307,1260,y,y,replay__ladderBattleType,3.5,4.0,5,0,3,7,0,1,3,2,3,0,3,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-21,3,1277,1321,y,y,replay__ladderBattleType,3.5,5.0,5,0,3,6,1,1,3,2,3,0,2,4,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Victory,1,29,0,1298,1238,y,y,replay__ladderBattleType,3.5,3.375,5,0,3,6,0,2,3,2,3,0,4,1,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Victory,2,30,1,1269,1223,y,y,replay__ladderBattleType,3.5,4.375,5,0,3,6,1,1,3,2,3,0,2,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Victory,2,30,1,1239,1191,y,y,replay__ladderBattleType,3.5,3.75,5,0,3,7,0,1,3,2,3,0,4,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Victory,2,28,1,1209,1148,y,y,replay__ladderBattleType,3.5,4.0,5,0,3,7,0,1,3,2,3,0,3,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Defeat,2,-20,3,1181,1252,y,y,replay__ladderBattleType,3.5,3.75,5,0,3,6,1,1,3,2,3,0,3,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-20,3,1201,1261,y,y,replay__ladderBattleType,3.375,3.875,5,0,3,6,0,2,3,3,2,0,3,1,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Victory,2,26,1,1221,1137,y,y,replay__ladderBattleType,3.375,3.625,5,0,3,7,0,1,3,3,2,0,5,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Victory,3,32,2,1195,1171,y,y,replay__ladderBattleType,3.375,3.0,5,0,3,4,1,3,3,3,2,0,6,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,0,-19,1,1163,1231,y,y,replay__ladderBattleType,3.375,3.75,5,0,3,6,0,2,3,3,2,0,4,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-19,3,1182,1255,y,y,replay__ladderBattleType,3.375,3.5,5,0,3,5,0,3,3,3,2,0,2,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Victory,2,28,1,1201,1133,y,y,replay__ladderBattleType,3.375,3.875,5,0,3,6,0,2,3,3,2,0,3,3,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Victory,3,28,1,1173,1107,y,y,replay__ladderBattleType,3.375,4.625,5,0,3,6,1,1,3,3,2,0,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-21,2,1145,1196,y,y,replay__ladderBattleType,3.375,4.125,5,0,3,6,0,2,3,3,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Victory,3,28,0,1166,1105,y,y,replay__ladderBattleType,3.375,3.5,5,0,3,6,2,0,3,3,2,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-22,3,1138,1174,y,y,replay__ladderBattleType,3.375,3.25,5,0,3,7,0,1,3,3,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-21,2,1160,1209,y,y,replay__ladderBattleType,3.375,3.5,5,0,3,7,0,1,3,3,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-22,2,1181,1221,y,y,replay__ladderBattleType,3.375,3.875,5,0,3,6,0,2,3,3,2,0,3,1,4,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-21,3,1203,1246,y,y,replay__ladderBattleType,3.375,4.125,5,0,3,6,1,1,3,3,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Victory,1,30,0,1224,1177,y,y,replay__ladderBattleType,3.375,3.875,5,0,3,6,0,2,3,3,2,0,2,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,0,-19,3,1194,1271,y,y,replay__ladderBattleType,3.375,3.75,5,0,3,7,0,1,3,3,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,0,-21,2,1213,1263,y,y,replay__ladderBattleType,3.375,3.625,5,0,3,7,0,1,3,3,2,0,3,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,0,-20,3,1234,1295,y,y,replay__ladderBattleType,3.375,4.375,5,0,3,7,0,1,3,3,2,0,1,2,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Victory,3,31,1,1254,1215,y,y,replay__ladderBattleType,3.375,4.375,5,0,3,8,0,0,3,3,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Victory,2,32,1,1223,1198,y,y,replay__ladderBattleType,3.375,4.0,5,0,3,7,0,1,3,3,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Defeat,1,-22,3,1191,1226,y,y,replay__ladderBattleType,3.375,4.125,5,0,3,6,1,1,3,3,2,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Victory,2,30,0,1213,1167,y,y,replay__ladderBattleType,3.375,4.0,5,0,3,6,0,2,3,3,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
Victory,2,32,1,1183,1154,y,y,replay__ladderBattleType,3.375,4.5,5,0,3,6,1,1,3,3,2,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
